user_id,new_user,age,sex,country,device,operative_system,source,total_pages_visited,home_page,listing_page,product_page,payment_page,confirmation_page
46604,1,24,Female,China,mobile,other,Direct,3,1,1,1,0,1
52514,1,23,Female,China,mobile,android,Direct,3,1,1,1,0,1
32446,1,35,Female,China,mobile,android,Direct,7,1,1,1,0,1
65797,1,25,Female,Germany,mobile,iOS,Direct,2,1,1,0,0,1
51162,1,43,Female,US,mobile,iOS,Direct,6,1,1,0,0,1
66391,1,28,Female,China,desktop,mac,Direct,6,1,1,0,0,1
38618,1,29,Female,US,mobile,iOS,Direct,23,1,1,1,1,1
2905,1,37,Female,China,mobile,android,Direct,3,1,1,1,0,1
78577,1,30,Female,UK,mobile,other,Direct,9,1,0,0,0,1
30804,1,49,Female,US,mobile,other,Ads,3,1,1,1,0,1
73988,1,31,Female,US,mobile,android,Direct,3,1,0,0,0,1
16715,1,32,Female,UK,desktop,windows,Seo,4,1,1,1,0,1
74157,1,31,Female,US,mobile,other,Direct,4,1,0,0,0,1
11402,1,19,Female,US,desktop,windows,Direct,3,1,1,1,0,1
70779,1,25,Female,US,desktop,windows,Direct,5,1,0,0,0,1
83168,1,25,Male,US,desktop,windows,Direct,4,1,1,1,0,1
32877,1,30,Female,US,mobile,iOS,Direct,17,1,1,1,1,1
30356,1,53,Female,US,desktop,windows,Seo,12,1,1,1,0,1
15261,1,40,Male,China,desktop,windows,Direct,6,1,1,1,0,1
13156,1,29,Male,UK,mobile,iOS,Direct,3,1,1,0,0,1
52791,1,48,Male,US,desktop,windows,Direct,3,1,1,1,0,1
84529,1,20,Female,US,desktop,windows,Direct,4,1,1,0,0,1
21745,1,19,Female,US,mobile,android,Direct,5,1,1,0,0,1
5238,1,34,Female,Germany,mobile,iOS,Seo,6,1,1,1,0,1
68252,1,20,Male,China,mobile,iOS,Direct,6,1,1,1,0,1
58305,1,28,Female,UK,mobile,android,Direct,6,1,1,1,0,1
22967,1,21,Male,US,mobile,iOS,Seo,6,1,0,0,0,1
40623,1,24,Male,US,mobile,iOS,Direct,4,1,1,1,1,1
14558,1,32,Female,US,desktop,windows,Direct,3,1,1,1,0,1
23832,1,39,Male,UK,mobile,android,Seo,3,1,0,0,0,1
71463,1,24,Female,US,desktop,windows,Direct,1,1,0,0,0,1
54768,1,23,Female,China,mobile,android,Direct,2,1,0,0,0,1
81691,1,30,Male,US,mobile,android,Seo,3,1,1,1,0,1
54478,1,24,Female,US,mobile,iOS,Direct,7,1,0,0,0,1
40771,1,27,Female,UK,mobile,iOS,Direct,3,1,1,1,0,1
79391,0,17,Female,US,mobile,android,Direct,7,1,0,0,0,0
42305,0,18,Male,US,mobile,iOS,Direct,17,1,1,1,0,0
35466,0,17,Female,US,mobile,iOS,Direct,9,1,1,0,0,0
73799,0,18,Female,UK,mobile,iOS,Direct,3,1,0,0,0,0
46054,0,18,Female,China,desktop,windows,Direct,4,1,1,0,0,0
40007,0,17,Female,China,desktop,windows,Direct,3,1,1,1,0,0
76935,0,18,Female,Germany,desktop,windows,Direct,9,1,0,0,0,0
8327,0,17,Male,UK,desktop,windows,Direct,16,1,1,1,1,0
35174,0,17,Female,China,mobile,android,Direct,2,1,1,0,0,0
59521,0,18,Male,US,mobile,android,Direct,5,1,1,1,0,0
87071,0,18,Female,US,mobile,iOS,Direct,4,1,1,1,0,0
21320,0,17,Female,US,desktop,windows,Direct,8,1,1,1,0,0
84518,0,17,Female,US,mobile,android,Direct,5,1,1,1,0,0
19969,0,18,Male,US,mobile,android,Direct,5,1,1,0,0,0
77999,0,18,Female,US,mobile,android,Direct,3,1,1,1,0,0
46400,0,18,Female,UK,mobile,iOS,Direct,20,1,1,1,1,0
2472,0,17,Female,US,mobile,android,Direct,25,1,1,1,1,0
55460,0,18,Male,China,mobile,iOS,Direct,14,1,1,1,1,0
53102,0,18,Male,US,mobile,android,Direct,19,1,1,1,1,0
76683,0,18,Female,US,desktop,windows,Direct,23,1,1,1,1,0
45658,0,17,Female,US,mobile,android,Direct,18,1,1,1,1,0
9377,0,18,Female,US,mobile,other,Direct,19,1,1,1,1,0
36712,0,17,Female,US,mobile,android,Direct,15,1,1,1,1,0
673,0,18,Female,US,mobile,iOS,Direct,12,1,1,1,1,0
27194,0,18,Female,US,desktop,windows,Direct,24,1,1,1,1,0
18998,0,17,Female,Germany,desktop,windows,Direct,8,1,1,1,1,0
64951,0,18,Female,China,desktop,windows,Direct,16,1,1,1,1,0
5217,0,18,Female,UK,desktop,mac,Direct,10,1,1,1,1,0
38352,0,17,Female,US,mobile,android,Direct,19,1,1,1,1,0
69306,0,17,Female,UK,mobile,iOS,Direct,15,1,1,1,1,0
58437,0,17,Female,US,mobile,android,Direct,10,1,1,1,1,0
33624,0,18,Female,China,desktop,windows,Direct,12,1,1,1,1,0
73071,0,18,Female,China,mobile,iOS,Direct,22,1,1,1,1,0
26469,0,18,Female,UK,desktop,windows,Direct,24,1,1,1,1,0
6599,0,18,Female,US,desktop,windows,Direct,18,1,1,1,1,0
70962,0,18,Female,UK,mobile,iOS,Direct,24,1,1,1,1,0
24022,0,17,Female,China,desktop,mac,Direct,26,1,1,1,1,0
76706,0,18,Female,US,desktop,windows,Direct,21,1,1,1,1,0
15916,0,18,Female,US,mobile,iOS,Direct,16,1,1,1,1,0
29179,0,17,Female,US,mobile,iOS,Direct,15,1,1,1,1,0
44790,0,17,Male,US,mobile,iOS,Direct,18,1,1,1,1,0
84825,0,18,Female,US,desktop,windows,Direct,14,1,1,1,1,0
5973,0,18,Female,UK,mobile,android,Direct,19,1,1,1,1,0
47006,0,17,Female,China,mobile,android,Direct,4,1,1,1,0,0
61595,0,17,Female,Germany,mobile,iOS,Direct,16,1,1,1,1,0
62128,0,18,Female,US,desktop,mac,Direct,10,1,1,1,1,0
12994,0,18,Male,US,mobile,iOS,Direct,18,1,1,1,1,0
5024,0,17,Female,US,desktop,windows,Direct,14,1,1,1,1,0
66696,0,17,Male,US,desktop,windows,Direct,14,1,1,1,1,0
37290,0,17,Female,Germany,desktop,windows,Direct,15,1,1,1,1,0
51773,0,17,Female,US,mobile,android,Direct,26,1,1,1,1,0
47404,0,17,Female,US,mobile,iOS,Direct,19,1,1,1,1,0
15660,0,18,Female,US,desktop,windows,Direct,17,1,1,1,1,0
27,0,17,Female,US,mobile,iOS,Direct,16,1,1,1,1,0
34722,0,18,Female,US,mobile,iOS,Direct,19,1,1,1,1,0
6810,0,18,Female,US,mobile,iOS,Direct,20,1,1,1,1,0
13183,0,17,Female,US,desktop,windows,Direct,19,1,1,1,1,0
23537,0,18,Female,Germany,desktop,mac,Direct,20,1,1,1,1,0
7768,0,18,Female,UK,desktop,mac,Direct,23,1,1,1,1,0
33902,0,17,Female,US,mobile,iOS,Direct,25,1,1,1,1,0
72093,0,18,Female,UK,desktop,windows,Direct,21,1,1,1,1,0
82538,0,18,Female,UK,mobile,iOS,Direct,14,1,1,1,1,0
58916,0,18,Female,US,mobile,iOS,Direct,18,1,1,1,1,0
55558,0,18,Male,US,desktop,mac,Direct,19,1,1,1,1,0
47848,0,17,Male,US,desktop,mac,Direct,19,1,1,1,1,0
44623,0,18,Female,UK,desktop,mac,Direct,12,1,1,1,1,0
57787,0,18,Female,UK,desktop,windows,Direct,15,1,1,1,1,0
50118,0,18,Female,UK,mobile,android,Direct,16,1,1,1,1,0
59539,0,18,Female,China,mobile,android,Direct,17,1,1,1,1,0
42715,0,17,Male,UK,mobile,android,Direct,24,1,1,1,1,0
69435,0,18,Female,US,desktop,windows,Direct,19,1,1,1,1,0
29819,0,17,Female,US,mobile,iOS,Direct,18,1,1,1,1,0
53824,0,18,Male,UK,mobile,android,Direct,19,1,1,1,1,0
42800,0,17,Male,US,desktop,windows,Direct,25,1,1,1,1,0
53983,0,18,Female,UK,mobile,iOS,Direct,11,1,1,1,1,0
24939,0,18,Male,China,desktop,windows,Direct,20,1,1,1,1,0
82591,0,18,Female,Germany,mobile,iOS,Direct,13,1,1,1,1,0
20189,0,17,Male,UK,mobile,android,Direct,16,1,1,1,1,0
29591,0,18,Male,US,mobile,iOS,Direct,19,1,1,1,1,0
75099,0,17,Male,US,desktop,windows,Direct,17,1,1,1,1,0
80280,0,18,Female,China,mobile,iOS,Direct,12,1,1,1,1,0
9439,0,18,Female,Germany,mobile,iOS,Direct,15,1,1,1,1,0
46711,0,17,Female,UK,desktop,mac,Direct,26,1,1,1,1,0
19234,0,18,Female,US,mobile,other,Direct,21,1,1,1,1,0
46491,0,17,Female,US,mobile,android,Direct,7,1,0,0,0,0
25742,0,17,Female,US,mobile,iOS,Direct,10,1,1,1,1,0
52718,0,18,Male,US,desktop,windows,Direct,21,1,1,1,1,0
19406,0,18,Female,US,mobile,iOS,Direct,16,1,1,1,1,0
79180,0,18,Female,US,desktop,windows,Direct,20,1,1,1,1,0
67789,0,17,Female,UK,desktop,windows,Direct,10,1,1,1,1,0
42848,0,18,Female,US,desktop,windows,Direct,17,1,1,1,1,0
80579,0,18,Female,UK,desktop,windows,Direct,18,1,1,1,1,0
21388,0,17,Female,UK,desktop,windows,Direct,10,1,1,1,1,0
72388,0,18,Female,UK,mobile,other,Direct,10,1,1,1,1,0
1338,0,17,Female,US,desktop,windows,Direct,18,1,1,1,1,0
24557,0,18,Female,US,mobile,iOS,Direct,14,1,1,1,1,0
80418,0,18,Female,US,desktop,mac,Direct,14,1,1,1,1,0
56239,0,18,Female,US,desktop,windows,Direct,21,1,1,1,1,0
15688,0,18,Female,US,mobile,iOS,Direct,15,1,1,1,1,0
8560,0,34,Male,China,mobile,android,Seo,7,1,1,0,0,0
22141,0,42,Female,UK,mobile,iOS,Direct,4,1,1,1,0,0
26893,1,22,Male,Germany,mobile,iOS,Seo,7,1,1,0,0,1
10675,1,20,Male,China,mobile,android,Ads,4,1,0,0,0,1
13038,0,36,Female,US,mobile,iOS,Direct,3,1,1,1,0,0
53728,0,44,Female,China,mobile,android,Direct,13,1,1,1,0,0
18594,1,41,Female,US,desktop,windows,Seo,6,1,1,1,0,0
72259,0,35,Female,US,mobile,iOS,Ads,3,1,0,0,0,0
30457,1,22,Female,US,mobile,iOS,Ads,6,1,0,0,0,1
52625,0,34,Male,China,mobile,iOS,Direct,6,1,1,1,0,0
83987,1,20,Male,US,desktop,windows,Ads,1,1,0,0,0,1
26516,0,47,Female,UK,desktop,mac,Direct,3,1,1,1,0,0
39419,0,33,Male,US,mobile,android,Direct,3,1,1,1,0,0
1886,1,35,Female,US,mobile,android,Seo,7,1,1,0,0,0
31859,1,23,Male,China,desktop,windows,Seo,14,1,0,0,0,1
52177,0,37,Female,Germany,desktop,windows,Direct,3,1,1,0,0,0
46341,1,27,Male,US,desktop,windows,Ads,17,1,1,1,0,1
52072,0,40,Female,US,desktop,windows,Ads,3,1,1,1,0,0
76419,1,32,Female,China,mobile,other,Seo,7,1,0,0,0,0
77537,0,31,Male,US,mobile,android,Direct,6,1,0,0,0,0
28922,0,33,Male,US,desktop,windows,Seo,4,1,1,1,0,0
75498,1,30,Female,US,desktop,windows,Seo,3,1,1,1,0,1
68501,0,37,Female,US,mobile,iOS,Direct,4,1,0,0,0,0
40222,1,44,Female,China,mobile,iOS,Ads,4,1,1,1,1,0
64576,0,31,Male,US,mobile,other,Direct,2,1,1,0,0,0
51676,0,36,Female,US,mobile,iOS,Direct,7,1,1,1,0,0
47658,1,35,Male,US,mobile,android,Seo,6,1,1,1,0,0
53686,0,33,Male,US,desktop,windows,Direct,2,1,1,0,0,0
36182,1,29,Female,UK,mobile,iOS,Ads,7,1,1,0,0,1
83962,1,29,Male,US,desktop,windows,Ads,3,1,1,1,0,1
44168,1,35,Female,US,mobile,android,Seo,7,1,1,0,0,0
38759,0,36,Male,UK,desktop,windows,Direct,3,1,0,0,0,0
276,0,32,Female,China,mobile,android,Direct,2,1,1,0,0,0
20932,1,32,Female,China,desktop,windows,Ads,1,1,0,0,0,0
36362,0,41,Female,US,mobile,android,Ads,3,1,1,1,0,0
22138,1,30,Female,US,desktop,mac,Ads,7,1,0,0,0,1
34976,1,27,Female,UK,mobile,iOS,Seo,8,1,1,0,0,1
72248,1,30,Female,US,desktop,windows,Seo,4,1,1,0,0,1
35495,1,25,Male,UK,desktop,windows,Seo,1,1,0,0,0,1
58804,1,23,Female,UK,mobile,other,Direct,7,1,1,1,0,1
17288,0,33,Female,Germany,mobile,android,Seo,10,1,1,1,0,0
85935,0,42,Female,US,desktop,mac,Direct,2,1,1,0,0,0
28527,0,41,Female,China,desktop,windows,Direct,2,1,1,0,0,0
34086,1,32,Male,US,desktop,windows,Seo,1,1,0,0,0,0
66489,1,39,Female,US,mobile,android,Ads,6,1,1,0,0,0
2277,1,31,Female,US,desktop,windows,Seo,24,1,1,1,1,0
57406,0,31,Female,US,mobile,iOS,Direct,3,1,1,1,0,0
76795,0,38,Female,US,mobile,iOS,Direct,3,1,0,0,0,0
84605,0,31,Female,UK,mobile,iOS,Direct,2,1,1,0,0,0
11388,1,32,Male,China,mobile,iOS,Seo,4,1,1,0,0,0
83471,0,48,Male,US,desktop,windows,Seo,16,1,1,1,1,0
52518,1,48,Female,Germany,mobile,other,Direct,9,1,1,1,0,0
72641,1,40,Male,UK,mobile,android,Ads,3,1,1,0,0,0
16003,1,26,Male,US,mobile,iOS,Seo,8,1,1,1,0,1
30872,1,33,Male,China,desktop,windows,Ads,7,1,1,1,0,0
78142,0,36,Male,US,mobile,iOS,Direct,8,1,1,1,0,0
48981,1,31,Female,US,mobile,iOS,Ads,4,1,1,1,0,0
25171,0,32,Male,China,mobile,other,Direct,3,1,1,1,0,0
69060,1,24,Female,China,desktop,windows,Seo,6,1,1,1,0,1
34609,1,30,Male,US,desktop,mac,Seo,12,1,1,1,0,1
24748,1,30,Male,US,desktop,windows,Seo,5,1,0,0,0,1
24547,1,27,Female,US,mobile,android,Seo,23,1,1,1,1,1
10977,1,30,Male,US,desktop,windows,Seo,7,1,1,1,0,1
23495,1,24,Female,UK,mobile,android,Ads,3,1,1,1,0,1
23423,1,30,Male,UK,mobile,iOS,Seo,3,1,1,1,0,1
32652,1,31,Male,UK,desktop,mac,Seo,6,1,1,0,0,0
87932,1,21,Male,UK,desktop,windows,Ads,2,1,0,0,0,1
85336,1,27,Female,US,mobile,iOS,Seo,3,1,1,1,0,1
9170,1,28,Female,China,mobile,iOS,Seo,6,1,1,1,0,1
27516,0,46,Female,US,mobile,android,Seo,12,1,1,1,1,0
78931,1,23,Female,US,desktop,windows,Seo,2,1,1,0,0,1
20024,1,40,Male,US,desktop,mac,Seo,7,1,1,0,0,0
21988,1,28,Male,US,mobile,iOS,Seo,11,1,1,0,0,1
52669,1,46,Female,US,mobile,android,Seo,23,1,1,1,0,0
24287,1,33,Male,UK,mobile,iOS,Ads,1,1,0,0,0,0
32734,1,36,Female,Germany,desktop,windows,Seo,8,1,1,1,0,0
56545,1,20,Female,UK,mobile,iOS,Ads,14,1,1,0,0,1
52178,1,40,Female,Germany,mobile,iOS,Seo,18,1,1,1,0,0
46302,1,31,Male,UK,desktop,mac,Seo,6,1,1,1,0,0
54063,1,32,Female,China,desktop,windows,Seo,4,1,0,0,0,0
87340,1,52,Female,China,mobile,iOS,Direct,10,1,0,0,0,0
28024,1,33,Female,China,desktop,windows,Ads,1,1,0,0,0,0
73937,1,39,Male,China,desktop,windows,Seo,3,1,1,1,0,0
71970,1,28,Male,China,mobile,iOS,Seo,6,1,0,0,0,1
21667,1,19,Female,China,mobile,android,Ads,6,1,1,1,0,1
8880,1,33,Female,UK,desktop,windows,Seo,3,1,1,1,0,0
80696,1,27,Male,US,mobile,iOS,Seo,1,1,0,0,0,1
86474,1,32,Male,UK,mobile,iOS,Seo,6,1,1,0,0,0
67442,1,21,Female,UK,mobile,android,Seo,11,1,1,1,1,1
638,1,36,Male,China,mobile,android,Ads,7,1,1,1,0,0
71441,1,32,Male,UK,mobile,iOS,Seo,9,1,1,1,0,0
4543,1,36,Male,US,desktop,windows,Seo,3,1,1,1,0,0
14916,1,35,Female,US,mobile,android,Ads,7,1,1,1,0,0
20503,1,27,Female,UK,desktop,windows,Seo,4,1,1,1,1,1
35222,1,46,Female,China,desktop,windows,Ads,13,1,0,0,0,0
4202,1,23,Male,US,desktop,windows,Ads,3,1,1,1,0,1
35119,1,37,Female,US,mobile,iOS,Ads,7,1,0,0,0,0
4094,1,23,Female,UK,mobile,iOS,Seo,2,1,1,0,0,1
38567,1,24,Female,US,desktop,windows,Ads,3,1,1,1,0,1
41823,1,23,Female,China,desktop,windows,Seo,3,1,1,1,0,1
48921,1,45,Female,US,desktop,windows,Direct,6,1,1,1,0,0
1904,1,44,Male,US,mobile,iOS,Direct,1,1,0,0,0,0
13049,1,38,Female,US,desktop,windows,Ads,6,1,0,0,0,0
58087,1,22,Female,US,desktop,windows,Seo,5,1,1,0,0,1
46208,1,29,Male,US,mobile,android,Seo,4,1,1,1,0,1
82198,1,28,Female,US,desktop,mac,Seo,21,1,1,1,1,1
50266,1,25,Male,US,desktop,mac,Ads,4,1,0,0,0,1
78490,1,19,Female,US,mobile,android,Direct,3,1,1,1,0,1
75981,1,45,Female,China,mobile,other,Seo,7,1,0,0,0,0
75868,1,28,Male,US,desktop,windows,Ads,3,1,0,0,0,1
4034,1,19,Female,US,mobile,iOS,Seo,6,1,1,1,0,1
20179,1,36,Male,China,desktop,windows,Seo,3,1,1,1,0,0
6900,1,38,Male,US,mobile,iOS,Seo,5,1,1,1,0,0
87964,1,20,Male,China,desktop,windows,Ads,9,1,1,1,0,1
35810,1,20,Male,US,mobile,iOS,Ads,2,1,0,0,0,1
23913,1,35,Female,US,mobile,android,Seo,3,1,1,1,0,0
22869,1,41,Female,US,mobile,iOS,Seo,5,1,1,1,0,0
3963,1,33,Male,US,desktop,windows,Seo,19,1,1,1,0,0
40392,1,22,Female,China,desktop,windows,Ads,3,1,1,0,0,1
6190,1,21,Female,US,mobile,iOS,Direct,10,1,1,0,0,1
42985,1,41,Female,US,mobile,android,Direct,12,1,1,1,0,0
63924,0,26,Female,US,mobile,iOS,Direct,4,1,1,1,0,1
83718,0,52,Female,US,mobile,other,Seo,3,1,1,1,0,1
5271,0,24,Female,US,mobile,android,Ads,6,1,1,0,0,1
55142,1,38,Male,China,desktop,windows,Seo,1,1,0,0,0,0
86441,1,27,Female,UK,mobile,iOS,Ads,19,1,1,1,0,1
5660,0,25,Female,US,desktop,mac,Direct,6,1,1,0,0,1
16785,0,18,Female,China,desktop,windows,Seo,2,1,1,0,0,1
24414,1,33,Male,US,mobile,iOS,Ads,1,1,0,0,0,0
71563,0,19,Male,China,desktop,windows,Direct,2,1,1,0,0,1
28317,0,27,Female,US,desktop,windows,Direct,3,1,1,1,0,1
