user_id,new_user,age,sex,country,device,operative_system,source,total_pages_visited
187011,1,38,Female,US,mobile,iOS,Seo,5
928739,0,35,Female,US,mobile,android,Direct,3
312680,0,34,Female,Germany,mobile,iOS,Seo,4
848131,0,33,Female,US,desktop,mac,Direct,3
57869,0,33,Female,UK,mobile,other,Direct,3
345350,0,33,Female,US,mobile,android,Direct,7
354415,1,32,Female,US,desktop,windows,Ads,3
986530,0,32,Female,US,mobile,android,Direct,7
956749,0,31,Female,US,mobile,android,Seo,18
567148,0,30,Female,UK,desktop,windows,Direct,8
782737,0,30,Female,US,desktop,mac,Seo,6
589838,0,29,Female,UK,mobile,android,Direct,9
988908,0,29,Female,US,desktop,mac,Direct,2
194469,0,28,Female,US,mobile,android,Direct,4
760736,1,28,Female,US,mobile,android,Seo,3
238848,1,28,Female,US,desktop,windows,Seo,4
127752,0,27,Female,US,mobile,iOS,Direct,1
590209,1,26,Female,US,mobile,other,Seo,6
323791,1,25,Female,US,desktop,windows,Ads,2
941849,1,23,Female,Germany,desktop,windows,Seo,7
609721,0,23,Female,US,mobile,android,Direct,5
464271,1,22,Female,US,mobile,android,Seo,4
727263,0,22,Female,US,mobile,other,Direct,1
345608,1,22,Female,US,mobile,iOS,Seo,5
121223,0,21,Female,US,desktop,windows,Direct,3
434437,1,21,Female,US,desktop,windows,Seo,3
47456,1,20,Female,US,mobile,iOS,Ads,15
218267,0,20,Female,UK,mobile,iOS,Direct,1
842337,1,19,Female,UK,mobile,iOS,Seo,3
177570,0,19,Female,US,mobile,iOS,Seo,2
141935,0,19,Female,US,desktop,windows,Direct,2
897226,1,18,Female,US,desktop,windows,Ads,6
568131,1,18,Female,UK,mobile,iOS,Seo,3
150793,0,18,Female,US,desktop,windows,Direct,2
464726,0,18,Female,Germany,mobile,android,Seo,6
796324,1,17,Female,US,desktop,windows,Direct,7
138084,1,17,Female,US,desktop,windows,Ads,6
819833,0,17,Female,US,mobile,android,Direct,5
128900,1,45,Female,UK,mobile,android,Seo,4
318127,1,42,Female,US,desktop,mac,Ads,5
497126,0,42,Female,UK,mobile,iOS,Seo,4
709098,0,39,Female,UK,mobile,iOS,Ads,19
944113,0,39,Female,US,mobile,android,Direct,4
453007,0,37,Female,US,mobile,iOS,Seo,5
119050,0,37,Female,US,mobile,other,Ads,1
461290,1,36,Female,UK,desktop,mac,Seo,3
581421,0,35,Female,UK,desktop,windows,Direct,5
191724,1,34,Female,UK,desktop,windows,Ads,4
692332,0,32,Female,US,desktop,windows,Direct,5
526322,0,30,Female,US,mobile,iOS,Direct,4
248322,0,30,Female,US,desktop,windows,Direct,3
841763,0,30,Female,US,desktop,windows,Direct,11
221730,0,29,Female,US,mobile,iOS,Direct,3
22344,1,29,Female,US,mobile,iOS,Ads,3
305674,1,29,Female,UK,mobile,iOS,Ads,2
772759,0,28,Female,UK,mobile,android,Direct,3
392126,0,27,Female,US,desktop,windows,Direct,2
762897,0,27,Female,US,mobile,android,Direct,5
264317,0,27,Female,US,desktop,windows,Direct,1
633336,0,27,Female,UK,desktop,windows,Direct,3
446069,1,27,Female,UK,mobile,iOS,Ads,9
235880,1,26,Female,Germany,mobile,android,Ads,4
769728,0,26,Female,US,mobile,android,Direct,3
132996,0,25,Female,US,mobile,other,Direct,2
790909,1,25,Female,US,mobile,android,Ads,5
699382,0,25,Female,US,desktop,windows,Seo,7
2581,1,25,Female,UK,desktop,windows,Seo,4
41357,0,24,Female,US,desktop,windows,Direct,11
328172,1,24,Female,US,mobile,android,Seo,4
867157,0,24,Female,US,mobile,android,Seo,7
322702,0,24,Female,UK,desktop,windows,Direct,6
178554,1,24,Female,UK,desktop,windows,Seo,3
623257,0,23,Female,US,desktop,windows,Direct,5
365330,0,23,Female,UK,desktop,mac,Direct,3
361119,0,22,Female,US,desktop,windows,Direct,3
393792,1,22,Female,Germany,desktop,windows,Seo,6
343946,1,22,Female,US,desktop,mac,Seo,3
386455,0,21,Female,US,desktop,windows,Direct,2
531450,1,21,Female,Germany,mobile,android,Ads,4
604912,1,20,Female,UK,mobile,iOS,Ads,3
362060,0,20,Female,US,desktop,windows,Direct,2
160345,0,20,Female,US,desktop,windows,Direct,4
75521,0,20,Female,Germany,mobile,android,Direct,9
256372,0,20,Female,US,desktop,windows,,4
282034,1,20,Female,US,mobile,android,Seo,19
208266,1,19,Female,US,mobile,iOS,Seo,4
351409,0,19,Female,US,desktop,windows,Direct,8
492136,0,19,Female,Germany,desktop,mac,Seo,3
458486,0,19,Female,UK,mobile,other,Direct,7
205106,1,19,Female,UK,mobile,iOS,Ads,3
3577,0,18,Female,US,desktop,windows,Direct,9
449564,0,18,Female,Germany,mobile,iOS,Direct,3
385827,0,18,Female,US,mobile,android,Direct,3
19333,0,17,Female,US,mobile,iOS,Direct,3
671654,0,17,Male,US,desktop,linux,Direct,5
178346,0,51,Female,US,desktop,windows,Seo,7
390538,1,48,Female,Germany,desktop,mac,Seo,5
669059,0,44,Female,US,mobile,android,Direct,3
975519,0,43,Female,UK,desktop,mac,Seo,7
298523,1,43,Female,US,mobile,iOS,Seo,3
27961,1,40,Female,UK,mobile,android,Seo,8
728734,0,38,Female,UK,mobile,android,Direct,5
208890,0,37,Female,US,mobile,other,Seo,3
333744,0,37,Female,US,mobile,other,Direct,7
897702,1,36,Female,UK,mobile,iOS,Ads,3
330340,0,36,Female,Germany,mobile,iOS,Ads,5
363925,0,36,Female,US,mobile,android,Direct,1
359779,0,36,Female,US,mobile,other,Direct,4
94781,1,35,Female,US,mobile,android,Seo,10
251527,0,35,Female,UK,desktop,windows,Ads,2
115702,0,35,Female,UK,mobile,iOS,Direct,8
754196,0,34,Female,UK,mobile,iOS,Direct,3
694137,0,34,Female,US,mobile,android,Direct,4
725550,0,34,,US,mobile,android,Seo,4
164925,0,34,Female,UK,desktop,windows,Direct,9
356001,1,33,Female,Germany,mobile,other,Ads,9
3633,1,33,Female,US,desktop,mac,Ads,3
678494,1,33,Female,UK,mobile,other,Ads,6
494064,0,33,Female,US,desktop,windows,Direct,3
301497,1,32,Female,US,desktop,mac,Seo,5
963026,0,31,Female,US,mobile,android,Ads,3
502635,1,31,Female,US,desktop,windows,Seo,6
314188,0,31,Female,US,mobile,iOS,Direct,4
123445,0,31,Female,US,desktop,mac,Seo,3
492794,0,30,Female,Germany,mobile,android,Direct,6
421865,1,30,Female,US,mobile,iOS,Ads,2
461480,0,30,Female,US,mobile,android,Direct,11
562231,1,30,Female,US,mobile,iOS,Seo,5
42775,1,30,Female,UK,mobile,iOS,Seo,10
436804,0,29,Female,Germany,desktop,windows,Direct,2
700224,0,29,Female,US,desktop,mac,Seo,6
803102,0,29,Female,US,mobile,iOS,Direct,6
241953,0,29,Female,UK,mobile,android,Direct,3
206437,0,28,Female,US,mobile,android,Ads,5
21157,0,28,Female,US,desktop,windows,Direct,12
668707,0,28,Female,US,mobile,iOS,Direct,6
274241,1,27,Female,UK,mobile,iOS,Direct,9
583133,0,27,Female,US,mobile,android,Direct,5
277215,1,27,Female,US,desktop,mac,Ads,3
674121,0,27,Female,US,desktop,windows,Direct,6
528171,0,27,Female,US,mobile,iOS,Ads,4
528294,0,27,Female,US,desktop,mac,Direct,6
267057,1,27,Female,US,mobile,iOS,Seo,4
767449,1,26,Female,US,mobile,android,Seo,19
342165,0,26,Female,US,mobile,iOS,Seo,3
212642,0,26,Female,US,mobile,android,Direct,7
308852,1,25,Female,Germany,mobile,other,Ads,4
480626,0,25,Female,UK,desktop,mac,Direct,3
953616,0,25,Female,US,desktop,windows,Direct,3
537507,1,25,Female,US,desktop,windows,Ads,4
145706,0,24,Female,US,mobile,other,Direct,13
830460,0,24,Female,UK,desktop,windows,Ads,5
275887,0,24,Female,US,mobile,android,Direct,2
465453,1,24,Female,US,desktop,mac,Seo,5
232570,0,24,Female,US,desktop,mac,Direct,3
927653,0,24,Female,UK,desktop,windows,Seo,6
638622,0,24,Female,UK,desktop,windows,Direct,6
603582,1,24,Female,US,mobile,iOS,Seo,7
436852,0,23,Female,Germany,mobile,iOS,Direct,7
831110,0,23,Female,US,desktop,mac,Ads,4
400353,0,23,Female,US,mobile,android,Ads,2
195115,0,23,Female,US,mobile,iOS,Direct,9
904640,0,23,Female,US,desktop,windows,Seo,4
216405,0,23,Female,US,desktop,windows,Direct,4
226748,0,22,Female,US,mobile,iOS,Direct,2
360574,0,22,Female,UK,mobile,android,Direct,2
375030,0,22,Female,US,mobile,iOS,Seo,5
244943,1,21,Female,US,desktop,windows,Seo,21
153012,0,21,Female,UK,desktop,mac,Ads,10
729491,0,21,Female,US,mobile,android,Direct,3
281763,1,20,Female,US,mobile,iOS,Ads,5
974963,0,20,Female,US,mobile,iOS,Direct,4
652424,0,20,Female,US,mobile,iOS,Seo,7
257081,0,20,Female,UK,desktop,mac,Direct,7
949866,1,20,Female,US,desktop,windows,Ads,10
667418,0,20,Female,US,mobile,other,Direct,8
524320,0,20,Female,UK,desktop,windows,Seo,3
289056,1,19,Female,UK,mobile,iOS,Ads,10
678932,0,19,Female,US,mobile,android,Direct,1
40413,0,19,Female,US,mobile,android,Direct,4
487607,0,19,Female,US,mobile,iOS,Direct,5
967054,0,19,Female,Germany,mobile,iOS,Direct,3
609809,0,18,Female,UK,mobile,android,Direct,1
569415,1,18,Female,US,mobile,android,Seo,17
407462,0,18,Female,US,desktop,windows,Direct,3
454341,1,18,Female,US,mobile,android,Seo,4
824853,0,18,Female,UK,mobile,android,Direct,5
669237,0,17,Female,US,desktop,windows,Seo,5
211460,0,17,Female,UK,desktop,windows,Direct,6
60167,1,17,Female,US,mobile,android,Ads,7
863795,0,17,Female,UK,mobile,iOS,Direct,5
259587,0,17,Female,US,mobile,android,Direct,6
831983,1,17,Female,UK,mobile,android,Seo,9
561587,0,17,Female,US,mobile,iOS,Direct,7
393761,0,17,Female,US,desktop,windows,Direct,8
110415,0,17,Female,Germany,mobile,android,Direct,5
543089,0,17,Female,US,mobile,android,Direct,4
725431,0,17,Female,Germany,mobile,android,Direct,8
558321,1,46,Female,US,mobile,android,Seo,6
767805,1,44,Female,US,,iOS,Seo,6
29265,1,43,Female,US,mobile,android,Seo,3
568300,0,42,Male,US,desktop,linux,Direct,5
542301,0,41,Female,US,mobile,iOS,Direct,10
113690,1,41,Female,US,mobile,iOS,Ads,4
362174,1,41,Female,UK,mobile,other,Seo,8
913927,1,41,Female,UK,mobile,other,Ads,5
616620,0,40,Female,US,desktop,mac,Direct,3
194036,0,39,Female,Germany,desktop,windows,Seo,4
207183,1,39,Female,US,mobile,android,Ads,4
756416,0,38,Female,US,mobile,iOS,Direct,6
731199,0,37,Male,US,desktop,linux,Direct,13
720719,1,37,Female,US,mobile,other,Direct,12
609223,0,37,Female,UK,desktop,windows,Direct,8
67880,0,37,Female,China,desktop,mac,Direct,2
308428,0,36,Female,China,mobile,iOS,Direct,3
665850,0,36,Female,UK,mobile,iOS,Direct,5
124498,0,35,Female,US,mobile,android,Direct,11
459075,0,35,Female,UK,mobile,android,Direct,4
253468,1,35,Female,UK,desktop,windows,Ads,3
630165,0,34,Female,Germany,mobile,iOS,Direct,4
6447,1,34,Female,UK,desktop,windows,Seo,15
515497,0,34,Female,US,mobile,android,Direct,5
881360,0,34,Female,UK,desktop,mac,Direct,3
766658,0,33,Female,UK,mobile,android,Direct,3
758579,0,33,Female,US,mobile,android,Direct,7
272082,0,32,Female,US,desktop,windows,Direct,5
624854,1,32,Female,US,desktop,windows,Ads,5
579461,0,32,Female,US,mobile,iOS,Direct,6
31952,0,32,Female,US,mobile,iOS,Direct,6
902335,1,31,Female,UK,desktop,windows,Ads,4
73180,1,31,Female,UK,desktop,mac,Ads,2
776491,0,31,Female,Germany,desktop,windows,Direct,3
709529,0,31,Female,US,desktop,windows,Direct,6
724604,0,31,Female,US,desktop,windows,Direct,3
746250,0,30,Female,UK,mobile,iOS,Direct,9
509759,0,30,Female,US,desktop,windows,Direct,3
960292,1,30,Female,US,mobile,android,Seo,10
990752,1,30,Male,US,desktop,linux,Seo,6
637053,0,29,Female,US,desktop,mac,Direct,1
563230,0,29,Female,US,desktop,windows,Direct,5
860493,0,29,Female,US,desktop,mac,Direct,9
842786,1,29,Female,US,mobile,iOS,Seo,9
707637,0,28,Female,Germany,mobile,iOS,Direct,3
5155,0,27,Female,UK,mobile,iOS,Direct,10
191100,1,27,Female,US,mobile,iOS,Seo,3
91889,0,27,Female,US,desktop,windows,Direct,9
513016,0,27,Female,UK,desktop,windows,Direct,6
87194,1,27,Female,US,desktop,windows,Seo,8
257983,0,27,Female,US,desktop,mac,Direct,6
365761,0,27,Female,US,mobile,other,Direct,5
154314,0,26,Female,Germany,mobile,android,Direct,4
147727,0,26,Female,US,desktop,windows,Direct,3
464416,0,26,Female,UK,mobile,android,Direct,9
752244,1,26,Female,US,mobile,,Ads,2
698737,0,26,Female,US,mobile,iOS,Ads,4
682263,0,25,Female,US,mobile,iOS,Ads,3
417223,0,25,Female,US,mobile,iOS,Direct,7
553617,0,25,Female,US,mobile,android,Direct,9
147201,0,25,Female,Germany,desktop,windows,Direct,8
684460,0,24,Female,UK,desktop,windows,Seo,5
812219,0,24,Female,US,mobile,iOS,Seo,2
943980,0,24,Female,US,desktop,windows,Direct,5
474133,1,24,Female,UK,mobile,android,Ads,7
705340,1,24,Female,Germany,mobile,other,Direct,6
909451,1,23,Female,US,desktop,windows,Ads,3
111564,1,23,Female,US,mobile,iOS,Ads,9
195210,0,23,Female,US,mobile,iOS,Direct,3
784456,0,23,Female,US,mobile,iOS,Direct,10
660483,1,22,Female,UK,mobile,android,Ads,10
287120,0,22,Female,US,desktop,windows,Direct,4
559269,0,22,Female,US,desktop,windows,Direct,3
40425,1,22,Female,US,mobile,iOS,Ads,8
584669,0,22,Female,US,mobile,android,Direct,4
817755,0,22,Female,UK,mobile,android,Direct,7
287882,0,22,Female,UK,mobile,android,Direct,4
811637,0,22,Female,US,desktop,mac,Direct,6
241156,0,22,Female,US,desktop,mac,Direct,3
78309,0,21,Female,US,mobile,android,Seo,6
531349,1,21,Female,US,desktop,mac,Ads,4
178805,0,21,Female,UK,desktop,windows,Direct,5
638588,0,21,Female,US,desktop,mac,Direct,8
587909,1,21,Female,US,desktop,windows,Ads,3
549908,1,21,Female,US,mobile,android,Ads,7
78997,0,21,Female,US,mobile,iOS,Ads,3
323080,1,21,Female,UK,mobile,android,Seo,6
81882,0,21,Female,US,mobile,iOS,Direct,3
224902,0,21,Female,US,mobile,android,Seo,10
930750,0,20,Female,US,desktop,windows,Seo,3
886695,1,20,Female,US,mobile,android,Seo,3
660625,1,20,Female,US,mobile,other,Seo,1
404200,0,20,Female,UK,desktop,windows,Ads,13
525258,0,20,Female,US,mobile,android,Seo,3
646583,0,20,Female,US,mobile,android,Ads,5
300769,0,20,Female,US,mobile,android,Direct,4
904302,1,19,Female,US,mobile,iOS,Seo,17
13532,0,19,Female,UK,mobile,android,Seo,6
653062,0,19,Female,US,mobile,android,Direct,4
69346,0,19,Female,US,mobile,iOS,Direct,10
757908,1,19,Female,UK,desktop,windows,Seo,4
225550,0,18,Female,US,mobile,iOS,Ads,4
347978,0,18,Female,US,mobile,iOS,Direct,6
34018,0,18,Female,US,mobile,iOS,Ads,7
833088,0,18,Female,US,mobile,iOS,Ads,3
904064,1,17,Female,Germany,desktop,windows,Direct,13
609821,0,17,Female,US,mobile,iOS,Direct,11
60987,1,17,Female,US,mobile,android,Ads,3
405499,1,17,Female,Germany,mobile,iOS,Seo,4
469679,1,47,Female,UK,mobile,android,Seo,3
7981,0,44,Female,UK,desktop,windows,Direct,9
436648,0,44,Female,US,mobile,android,Direct,7
815560,0,44,Female,UK,mobile,iOS,Direct,3
973467,0,42,Female,US,desktop,mac,Direct,10
902527,1,42,Female,US,desktop,windows,Seo,3
868969,0,42,Female,US,mobile,android,Direct,2
515095,0,40,Female,US,mobile,iOS,Seo,3
124642,0,39,Female,US,mobile,other,Direct,4
504795,1,39,Female,Germany,desktop,windows,Ads,6
470697,0,39,Female,US,mobile,iOS,Direct,8
915364,0,39,Female,US,mobile,other,Direct,4
39649,1,39,Female,UK,desktop,mac,Seo,3
294168,1,38,Female,US,desktop,windows,Seo,6
358826,0,38,Female,US,mobile,iOS,Direct,4
338906,1,37,Female,US,mobile,iOS,Seo,4
847665,1,37,Female,US,mobile,android,Ads,4
904903,0,37,Female,US,desktop,windows,Direct,3
988064,1,37,Female,US,mobile,android,Seo,6
651410,0,37,Female,US,mobile,android,Ads,4
179497,1,37,Female,UK,desktop,windows,Ads,4
342747,0,36,Female,Germany,desktop,windows,Direct,3
542739,1,36,Female,US,mobile,iOS,Seo,3
834337,0,35,Female,US,mobile,iOS,Direct,1
52245,0,35,Female,US,mobile,android,Direct,8
558853,0,35,Female,US,desktop,windows,Direct,3
685738,0,35,Female,UK,mobile,android,Direct,6
902217,1,35,Female,Germany,desktop,windows,Ads,2
855978,1,34,Female,UK,mobile,android,Direct,3
125814,0,34,Female,US,desktop,windows,Direct,5
327012,0,34,Female,US,mobile,iOS,Direct,3
406012,0,34,Female,US,mobile,android,Seo,3
163874,0,33,Female,US,mobile,iOS,Seo,10
80232,0,33,Female,US,mobile,iOS,Direct,4
411934,0,33,Female,US,mobile,iOS,Seo,3
219366,1,32,Female,US,mobile,iOS,Seo,4
502494,0,32,Female,UK,mobile,android,Direct,20
827802,0,32,Female,US,mobile,other,Direct,4
8885,0,32,Female,UK,desktop,windows,Seo,3
125606,0,32,Female,US,mobile,iOS,Direct,5
733872,0,32,Female,US,desktop,mac,Direct,5
978205,1,31,Female,US,mobile,android,Seo,13
406015,0,31,Female,US,desktop,windows,Direct,3
976662,0,31,Female,US,desktop,windows,Ads,3
867501,0,31,Female,UK,desktop,windows,Direct,11
374904,0,31,Female,US,mobile,iOS,Seo,6
360611,1,31,Female,UK,mobile,android,Seo,3
938420,1,30,Female,US,mobile,other,Direct,6
332596,0,30,Female,US,mobile,android,Direct,2
406540,0,30,Female,US,mobile,iOS,Ads,7
629926,0,30,Male,UK,desktop,linux,Seo,6
101813,0,29,Female,UK,mobile,iOS,Direct,9
201949,0,29,Female,UK,desktop,windows,Direct,11
212533,0,29,Female,Germany,mobile,iOS,Direct,2
204740,0,29,Female,US,mobile,android,Direct,3
76127,1,29,Female,US,mobile,iOS,Seo,10
870307,1,29,Female,UK,desktop,mac,Seo,7
3109,1,29,Female,US,desktop,windows,Seo,3
313984,0,29,Female,US,desktop,windows,Direct,20
412246,1,29,Female,UK,mobile,android,Ads,12
152080,1,28,Female,US,mobile,iOS,Ads,7
762776,0,28,Female,UK,mobile,iOS,Direct,9
650979,0,28,Female,US,mobile,iOS,Seo,3
132457,1,27,Female,UK,desktop,windows,Seo,6
872777,0,27,Female,US,mobile,android,Ads,23
34677,0,27,Female,US,desktop,windows,Direct,6
750154,0,26,Female,US,mobile,android,Direct,12
631709,0,26,Female,US,mobile,android,Direct,3
730840,0,26,Female,US,desktop,windows,Seo,6
870610,1,25,Female,US,desktop,windows,Direct,2
113471,1,25,Male,US,desktop,linux,Seo,11
303365,1,25,Female,US,desktop,windows,Seo,6
816922,0,25,Female,US,desktop,windows,Direct,4
934306,1,25,Female,UK,desktop,windows,Seo,7
75154,1,25,Female,US,mobile,iOS,Ads,2
277165,0,24,Female,US,desktop,windows,Direct,5
682410,0,24,Female,Germany,desktop,mac,Direct,3
878346,0,24,Female,UK,desktop,windows,Direct,3
808015,1,24,Female,US,mobile,iOS,Seo,7
280847,0,24,Female,US,mobile,iOS,Direct,2
495778,1,24,Female,US,mobile,iOS,Ads,3
819163,0,24,Female,US,mobile,android,Direct,3
989746,0,23,Female,US,desktop,windows,Seo,12
508537,1,23,Female,US,mobile,iOS,Seo,2
92378,0,23,Female,US,desktop,mac,Direct,6
958983,1,23,Female,UK,mobile,android,Seo,13
545092,0,23,Female,US,mobile,android,Direct,4
205398,0,23,Female,US,mobile,iOS,Seo,2
243319,0,23,Female,US,desktop,windows,Seo,3
315676,0,23,Female,UK,mobile,iOS,Direct,3
294423,1,23,Female,UK,desktop,windows,Seo,3
928855,0,23,Female,Germany,desktop,windows,Ads,6
414200,0,23,Female,UK,mobile,iOS,Direct,12
290881,0,23,Female,US,mobile,iOS,Seo,3
637415,0,22,Female,Germany,mobile,android,Direct,9
531529,1,22,Female,US,mobile,android,Ads,3
236295,1,22,Female,UK,mobile,android,Seo,4
822929,0,22,Female,UK,desktop,windows,Ads,7
575929,1,22,Female,US,mobile,iOS,Seo,3
959015,1,22,Male,UK,desktop,linux,Seo,4
229501,0,21,Female,US,desktop,windows,Direct,2
561534,0,21,Female,US,mobile,android,Ads,3
605675,0,21,Female,US,desktop,mac,Direct,14
854855,0,21,Female,Germany,mobile,other,Direct,5
758106,0,21,Female,UK,desktop,windows,Direct,5
964064,1,21,Female,US,desktop,windows,Seo,9
310655,0,21,Female,US,desktop,mac,Direct,1
259736,0,21,Female,UK,mobile,android,Direct,4
568227,1,21,Female,Germany,desktop,windows,Seo,5
125550,0,21,Female,UK,mobile,android,Seo,3
172957,1,20,Female,US,desktop,windows,Ads,6
127733,1,20,Female,UK,desktop,windows,Ads,2
104520,0,20,Female,US,mobile,iOS,Ads,4
330705,0,20,Female,US,desktop,windows,Direct,2
314013,0,20,Female,UK,desktop,windows,Direct,11
719610,0,20,Female,US,desktop,windows,Ads,3
965355,0,20,Female,US,mobile,iOS,Direct,8
912519,0,20,Female,US,desktop,windows,Direct,3
616302,0,20,Female,US,mobile,iOS,Direct,5
230195,0,20,Female,UK,mobile,android,Direct,6
530370,1,20,Female,UK,mobile,iOS,Seo,7
833426,1,19,Female,US,desktop,windows,Seo,3
336398,0,19,Female,US,mobile,android,Ads,3
594990,0,19,Female,UK,mobile,android,Direct,10
370072,1,19,Female,US,desktop,windows,Ads,3
855999,0,19,Female,UK,desktop,windows,Direct,2
237415,1,19,Female,UK,desktop,windows,Direct,3
491852,1,19,Female,UK,mobile,iOS,Ads,3
819014,0,19,Female,UK,desktop,windows,Direct,4
884032,1,19,Female,US,mobile,android,Seo,3
958443,0,18,Female,US,mobile,android,Direct,3
540517,0,18,Female,US,desktop,windows,Direct,4
801593,0,18,Female,US,mobile,iOS,Direct,3
208956,0,18,Female,US,mobile,iOS,Direct,2
739534,0,18,Female,UK,desktop,windows,Direct,4
380459,0,18,Female,UK,desktop,windows,Direct,2
986629,1,18,Female,US,mobile,iOS,Seo,4
384846,0,18,Female,US,desktop,windows,Direct,5
795854,0,18,Female,US,desktop,windows,Seo,4
291921,0,18,Female,US,mobile,iOS,Direct,16
132881,0,18,Female,US,desktop,windows,Direct,4
545837,0,18,Female,UK,mobile,iOS,Seo,13
760975,1,18,Female,UK,mobile,android,Seo,11
293216,1,18,Female,US,desktop,mac,Seo,2
88600,0,17,Female,US,,windows,Direct,5
516472,0,17,Female,US,mobile,other,Direct,7
198249,0,17,Female,UK,mobile,iOS,Seo,2
982943,1,17,Female,US,desktop,windows,Seo,7
285358,0,17,Female,US,desktop,windows,Seo,5
193916,0,17,Female,Germany,mobile,android,Direct,5
451462,0,17,Female,US,desktop,windows,Direct,3
679427,0,17,Female,US,mobile,iOS,Direct,13
464983,1,17,Female,US,desktop,windows,Seo,6
150514,1,52,Female,US,mobile,iOS,Seo,5
596420,0,50,Female,US,desktop,mac,Direct,4
370808,0,49,Female,US,mobile,other,Direct,3
773346,1,48,Female,US,mobile,iOS,Seo,4
180797,0,47,Female,US,mobile,android,Direct,3
173115,1,46,Female,US,desktop,windows,Seo,18
728578,0,46,,US,mobile,android,Direct,4
444273,0,45,Female,US,mobile,,Direct,3
320262,0,24,Female,US,mobile,other,Direct,18
515364,0,45,Female,UK,mobile,android,Direct,3
909064,1,43,Female,US,desktop,windows,Seo,19
917732,0,43,Male,US,desktop,linux,Seo,3
877607,0,39,Female,US,mobile,iOS,Ads,17
39444,1,39,Female,UK,desktop,windows,Seo,1
186251,1,38,Female,US,mobile,android,Ads,16
254585,0,38,Female,Germany,mobile,android,Direct,5
213064,0,38,Female,US,desktop,windows,Direct,7
803764,0,37,Female,US,mobile,android,Seo,3
698641,0,36,Female,US,mobile,iOS,Direct,6
228400,0,36,Female,US,desktop,windows,Seo,3
236876,1,36,Female,US,desktop,windows,Direct,5
143463,0,36,Female,US,desktop,windows,Direct,1
668309,1,36,Female,US,mobile,iOS,Ads,2
137564,0,36,Female,UK,desktop,windows,Seo,2
108300,0,36,Female,US,mobile,android,Direct,10
453460,0,36,Female,UK,mobile,iOS,Direct,14
118300,0,35,Female,UK,desktop,windows,Direct,4
604193,0,35,Female,US,desktop,windows,Direct,10
603770,0,35,Female,US,desktop,windows,Direct,3
106731,0,35,Female,US,desktop,mac,Direct,7
919275,1,35,Female,US,mobile,iOS,Seo,2
989890,0,34,Female,US,desktop,windows,Direct,2
143135,1,34,Female,US,mobile,android,Direct,11
264678,0,34,Female,China,mobile,iOS,Direct,6
194314,0,34,Female,US,mobile,android,Ads,5
826740,1,34,Female,US,mobile,android,Seo,7
381161,1,34,Female,US,mobile,android,Seo,1
238219,1,34,Female,US,mobile,android,Seo,10
533613,0,33,Female,US,desktop,mac,Seo,3
828688,0,33,Female,UK,mobile,iOS,Seo,7
523606,0,33,Female,UK,mobile,iOS,Direct,6
468520,0,33,Female,Germany,desktop,windows,Direct,1
53744,1,33,Female,US,mobile,iOS,Seo,8
